tweet,label
लक्ष्य हमारा मोदी जी दोबारा नमो नमो 🙏🏻,0
"प्रोग्राम रंगोली देखिये 10 जनवरी, जुमरात(गुरुवार) दोपहर 02:00 बजे पर।",0
अभी अबी समयपुर बदली मेट्रो के पास गेट नमर 2 के पास कुछ लड़को ने एक युवक को चाकू से घायल कर दिया वहाँ रे दिल्ली,0
माननीय मे मुख्यमंत्री जी मेरे गांव का मेन रास्ते मे पानी ओर गन्दगी से भरा हुआ है निकल ने मे भारी दिक्कत हो रही है कई बार सरपंच से कहा है लेकिन उस ने कोई कदम नही उठाया क्या यही स्वस्थ भारत है,0
"की जनता को रोटी, कपड़ा, मकान,चिकित्सा, शिक्षा और न्याय की जरूरत है इन जरूरतों को पूरा करने के लिए उन्हे रोजगार चाहिए । ?? .",0
आप सभी मित्रो को मकर सक्रांति की शुभकामनाएं हमेशा खुश रहिए,0
पुण्य प्रसून जी आप फेसबुक लाइव शुरू कीजिए टीवी पर आप की कमी बहुत खल रही है,0
इस पर का क्या कहना है ?,0
जोबना तोहरा मे रंग ।।। स्वर - मुकेश स्वामी बाबा Mukesh sawami baba,0
समस्त क्षेत्रवासियों को 70 में गणतंत्र दिवस के उपलक्ष में हार्दिक शुभकामनाएं वंदन अभिनंदन करता हूं,0
"Param pujay Sant Shri Asaram Bapu Ji सत्संग में बताते हैं कि किसी भी कार्य को करने के पीछे स्वार्थ न रहे,कार्य का उद्देश्य बहुजन हिताय बहुजन सुखाय हो तो कार्य में दक्षता आती है।",0
लंदन की कैंब्रिज यूनिवर्सिटी के डिप्टी डायरेक्टर ग्लोबल नेटवर्क श्री लियम विंट ने मुख्यमंत्र,0
"कैबिनेट का फ़ैसला-आर्थिक रूप से पिछड़े सवर्णों को 10% आरक्षण दिया जाएगा,50% आरक्षण की सीमा के ऊपर होगा ये आरक्षण। इसके लिए संविधान संशोधन कल लोकसभा लाएगी सरकार.",0
ऑस्ट्रेलिया पर फॉलोऑन का खतरा। भारत के पहली पारी में 622 के जवाब में मेजबान टीम का स्कोर 223/6. अभी भारत से 399 रन पीछे।,0
जिनको ब्रह्मचर्य रखना हो उन्हें की प्रभात को भगवान सूर्यनारायण का ध्यान करते हुए अर्घ्य देना चाहिए!,0
उत्तर प्रदेश के परिषदीय विद्यालयों में कार्यरत अनुदेशकों से सरकारी वादाखिलाफी के चलते हो रही सरकार की फजीहत आगामी चुनावों में जनता बेहद नाराजगी,0
किस आधार पर कहे कि आप के मंत्री सही जानकारी देंगे |,0
जय अखिलेश जय समाजवादी पार्टी,0
"9 महीने पहले 'खत्म' हो जाता विजय शंकर का करियर, दिनेश कार्तिक ने बचाई थी 'जान'",0
इसका जवाब तो हरिश्चंद्र जैसे लोग ही बता सकते हैं! क्यूँ,0
बार-बार सदन में आँख मारकर कब तक देश और देश की जनता का माजक बनाते रहेंगे ? कम से कम राष्ट्र की सुरक्षा से जुड़े मुद्दों पर तो को थोड़ी समझदारी और परिपक्वता दिखानी चाहिए।,1
बार बार मोदी सरकार हर बार मोदी सरकार,0
आज के समय में फिल्मों ने तो हमारे समाज को नासिक कर दिया है कबीर पर नारी को देखिए बहन बेटी के भाव . संत रामपाल जी महाराज का सत्संग सुनने से सभी बुराइयां छूट जाएंगे अधिक जानकारी के लिए देखिए साधना टीवी 7:30 से 8:30 तक पीएम,0
हिंदुत्व की बात हिंदुत्व ही जाने मो. अखिलेश जी नहीं । जो हिन्दू धर्म का विरोध किया ओ हिन्दू किस काम का?,0
बहुत-बहुत धन्यवाद,0
"लखनऊ, नॉएडा, प्रयागराज, वाराणसी, बरेली, कानपुर और कुछ ज़िलों को हब / स्मार्ट सिटी अगर विकसित किया जाए तो रोजगार अवसर भी मिलेगा लेकिन ऐसा देखने को नहीं मिल रहा है रहा है क्यों?",0
"प्रधानमंत्री मोदी ने 'जय जवान, जय किसान, जय विज्ञान' नारे में जोड़ा 'जय NaMo App",0
"कुम्भ मे कम्प्यूटर बाबा, मोबाइल बाबा सब पहुंच गए। इंतजार है त़ो बस दत्तात्रेय गौत्र वाले महामंडलेश्वर रफैल बाबा",0
"अखिल भारतीय भव्य कवि सम्मेलन, एटा, दिनाक : 22 जनवरी 2019, मंगलवार समय : सायं 08:00 बजे से स्थान : भव्य प्रदर्शनी पाण्डाल, एटा,",0
"कोई होता है, क्या ???😘😂😂😂😂",0
शक्ति ही तो शान्ति का आधार है साधना ही मुक्ति का शुभद्वार है,0
गुजर तो जाएगी तेरे बगैर भी लेकिन बहुत उदास बहुत बे-क़रार गुजरेगी।,0
मोदी जी का साथ यानी देश का विकास।,0
गठबंधन से घबराई भाजपा सरकार। सीबीआई और शराब को बनाया हथियार। अग्रवाल ने पासी सम्मेलन में लंच पैकेट के साथ बांटा शराब। जय रामराज्य।,0
"परिवर्तन की राह चला के किया राष्ट्र में उजाला है, देश की रक्षा करने वाला चौकीदार रखवाला है।",0
"सरजी उन्नति नहीं अधोगति होगी, सबका साथ आपका विकास होरहा है।",0
"विश्व हिंदू परिषद के पूर्व अंतरराष्ट्रीय अध्यक्ष श्री विष्णु हरि डालमिया का निधन हो गया है। उन्होंने आज (16 जनवरी,2019, बुधवार) सुबह 9 बजकर 38 मिनट पर दिल्ली के गोल्फ लिंक स्थित आवास पर अंतिम सांस ली। देश",0
"खादी की बिक्री में न केवल 32% की वृद्धि हुई हैं, बल्कि ने नए अवतारों और नई जगहों में भी अपनी उपस्थिति दर्ज कराई हैं। 2018 में खादी ने सरकारी व्यवस्था के अलावा बॉलीवुड जैसे विभिन्न मंचों पर अपने आप को स्थापित किया",0
आपकाे भी कैप्टन साहब लोहडी व मकर संक्रांति की बहुत बहुत बधाई एंव शुभकामनाएं,0
आपकी बात सही है पंखुड़ी जी,0
देश मे आरक्षण का हिसाब आर्थिक अधार पे नही समाजिक-चेतना व आबादी के आधार पर मिलता हैं। ये 10% फेकू का जुमला हैं।,1
सोशल मीडिया पर यह वीडियो काफी वायरल हो रहा है।,0
"ये बात हवाओं को बताये रखना, रौशनी होगी चिरागों को जलाये रखना, लहू देकर जिसकी हिफाज़त की शहीदों ने, उस तिरंगे को सदा दिल में बसाये रखना।",0
सर किसानों का तो वादा पूरा कर दिया अतिथि शिक्षकों का भी निभा दो ।,0
कृपया सूचनार्थ एवं आवश्यक वैधानिक कार्यवाही हेतु ।,0
"पूरी तरह सहमत हूँ बेचारे को अकेले अटैक ना आ जाये, इसलिये लिस्ट को बढा 😜🙏🏻",0
"आप ही तो सरकार हो,आप ही फैसला लेने वाले हो,फिर इन्तजार किस बात का?अब संविधान मे बदलाव हो ही रहेहैं तो इस सबसे जरूरी कार्य का निपटान भी क्योंNaकर दिया जाए।जनताToबस जनसंख्या नियत्रंण बिलKaबेसब्री से इंतजार कर ही रहीहै।अधिकतर जनताKaसमर्थन ही मिलेगा।",0
"वो मजबूर सरकार चाहते हैं ताकि रक्षा सौदों में दलाली खाई जा सके, हम मजबूत सरकार चाहते हैं जिससे देश की सेना की हर जरूरत को पूरा कर सकें। वो मजबूर सरकार चाहते है ताकि किसानों की कर्जमाफी में भी घोटाला कर सकें, हम मजबूत सरकार चाहते हैं जिससे देश का किसान सशक्त बनें : पीएम",0
इसका पता तो आपको 2019 के चुनाव में लगेगा।,0
सुबह-सुबह खाली पेट तुलसी के पांच सात पत्ते चबाकर पानी पीने से बुद्धि शक्ति में विलक्षण परिवर्तन आता है।-sant shri Asaram Bapu ji,0
"आखिर कौन है वो परमात्मा जो सुख का सागर है, मोक्षदायक है और पापों का शत्रु है? उत्तर जानने के लिए ज्ञान गंगा व गीता तेरा ज्ञान अमृत अनमोल पुस्तकें मंगाए व सतगुरु रामपालजी महाराज जी के अमृत वचन साधना चेनल पर से",0
लड़कियाँ बहुत खुश किस्मत होती टूटने पर उन्हें दाढ़ी नहीं बढ़ानी पड़ती है।,0
"""ऐसी पवित्रता प्रेम की, जैसे तीरथ धाम। गंदी नीयत वालों ने, कर दिया बदनाम।।""",0
क्या ये सच है,0
"भास्करस्य यथा तेजो मकरस्थस्य वर्धते। तथैव भवतां तेजो वर्धतामिति कामये।। जिस प्रकार मकर राशि में प्रवेश करने से सूर्यतेज बढ़ता है,उसी प्रकार आपका तेज,यश, मान-सम्मान बढे ऐसी हमारी कामना है। उत्तरायण का सूर्य आपके स्वप्नों को नयी ऊष्मा प्रदान करे,मकरसंक्रान्ति की हार्दिक शुभकामनाएँ।",0
"मोदी जी बार-बार ओडिशा क्यों जाते हैं, हम बताते हैं",0
"मैं बीजेपी का कोई कार्यकर्ता नहीं, मेरे परिवार में कोई राजनीति में नहीं, फिर भी मैं नरेंद्र मोदी जी के हक़ में हूं। क्योंकि मुझे नरेंद्र मोदी जी में देश का भविष्य नजर आता है, आओ मिलकर अपने देश के भविष्य के लिए एकजुट हो जाएं। 💐💐 विकाश सिंह 💐💐",0
"देश फारूक अब्दुल्ला बोले-श्रीराम सबके भगवान, मंदिर बना तो ईंट लगाने खुद जाऊंगा, पढ़ें और नेताओं के बयान via",0
"गीता ज्ञान दाता अध्याय 7 श्लोक 12 कहता है की सत्वगुण विष्णु जी से स्थिति भाव है रजोगुण ब्रह्मा जी से उत्पति तमोगुण शिव से संहार है सत्वगुण,रजगुण,तमगुण इन तीन गुणो को जानना है तो अवश्य पढे पुस्तक ज्ञान गंगा।",0
मुझे 👦किसी के 👬शांत कंपेयर मत करना क्योंकि 🙋मुझे 🤔किसी और 👬जैसा बनने में 🛐कोई इंटरेस्ट ❌नहीं,0
"RT BJP4India: प्रधानमंत्री कृषि सिंचाई योजना के लिए बजटीय आवंटन में की बढ़ोत्तरी करते हुए 5,460 करोड़ रुपये की अतिरिक्त राशि दी गई। भाजपा की राष्ट्रीय परिषद में पारित कृषि प्रस्ताव को पूरा पढ़ें पर।",0
🇮🇳🇮🇳आप सभी को 70वें गणतंत्र दिवस की हार्दिक,0
जय श्री राम,0
"जिसको जिसका चंदा, वह उसी का चंदे में भी काफी आगे निकली BJP, विपक्षियों से 12 गुना ज्यादा मिला चंदा via",0
"नसीब में ग़र तू है तो दिल पर तू देगी ""रब"" की दुआओं में क्यूँ शामिल करूं शायद तू ही मेरा ""रब""",0
"प्रदीप भाई जी शुभ संध्या 🌹🌷🌹 🌿🌿🌿🌿🙏🌿🌿🌿🌿 *""यादो' की की में 'नमी' सी है __* *'सब कुछ हांसिल तेरी 'कमी' सी है* __💘 🌿🌿🌿🌿🙏🙏🌿🌿🌿🌿 *🙏🌹 !! !! 🌹🙏*",0
"संघर्ष एक ऐसा केन्द्र है का व्यास कितना भी बढे, की परिधि कम नहीं",0
"MP, राजस्थान और छत्तीसगढ़ में कांग्रेस को वोट देकर जो लोग पाप किए थे कुंभ मेले में नहा कर उस से मुक्ति पा सकते हैं।",0
"BJP Uttar Pradesh सरकार के उपमुख्यमंत्री माननीय श्री दिनेश शर्मा जी को जन्मदिन की अनंत शुभकामनाएं। ईश्वर आपको सदैव स्वस्थ, प्रसन्न व ऊर्जावान बनाये रखे।",0
परमात्मा कबीर देव बताते है कि तीन देव की जो करते भक्ति। उनकी कभी ना होवे मुक्ति।। तीनों देव श्री ब्रह्मा जी श्री विष्णु जी और श्री महेश जी की भक्ति से मोक्ष संभव नहीं है प्रमाण सहित जाने के लिए अवश्य देखें साधना टीवी शाम 7: 30 से 8: 30,0
लगता है ये कमलनाथ से 2 गिलास ज्यादा पी लिए हैं।,0
जी,0
यह भजन सुनने के बाद दिल नाचेगा झूम-झूम कर सभी गुरुमुख जरूर सुने||आज,0
केवल पढ़ ही नही रहे अपितु गहन अध्ययन कर रहे है आप😂,0
जय हो विजय हो,0
न रुकी वक़्त की गर्दिश और न ज़माना सूखा तो परिन्दों ने ठिकाना,0
शुभ संध्या 🙏,0
"पवित्र सद्ग्रन्थों में आत्मा और परमात्म दोनों का मिलन संभव है मगर वो राश्ता गीता,वेद,कुरान व बाइबिल में लिखा कहा है ये जानने के लिए देखे साधना tv प्रत्येक साम 7:30 से 8:30",0
RBI सरकार को दे सकती है 40000 करोड़ रुपये,0
"WMA की नेशनल बॉडी पहुंची राज्यसभा, WEB Journalists को दिलाएगी",0
हमेशा अपना आशीर्वाद बनाए रखिएगा गौतम सर☺️🙏💐🍰🍫,0
माननीय विधायक जी भगवान दास कबीर पंथि जी के साथ कुछ पल,0
"बाल्यकाल में बच्चे को जैसे संस्कार मिलते वैसा ही उसका जीवन बनता है,बालक रविदास को उनकी माँ कर्मादेवी ने भगवद्भक्ति, बड़ों का आदर करने,साधु सन्तों की सेवा के संस्कार दे कर उन्हें आगे चल कर सन्त रविदास बनाया।",0
कुम्भ की तयारी,0
भाई आप का महाराष्ट्र मे हर साल स्वागत जय भीम,0
भारत माता की जय वंदेमातरम,0
UP में योगी सरकार ने किसानों का कर्जा माफ किया। 16 महीनों में 3000 इनकाउंटर हुए। पहले की तुलना में लॉ एंड ऑर्डर कही ज्यादा मजबूत है। सफाई अभियान को गति मिली। जो अखिलेश सरकार NGT के आदेश के बावजूद भी गंगा,0
वहीं पर सीखा था कि कैसे अर्थव्यवस्था और समरसता को बर्फ की सिल्ली में डाल के दफनाया जाता है।,1
"मंजिलों का तुम ही जानो, रहगुजर अच्छी नही । तुम्हारी आँखे खुबसूरत है, तुम्हारी नजर अच्छी नही ।",0
"जी, ये प्रियंका वाड्रा और ब्राह्मण वोट का क्या चक्कर है?",0
"से आँख मिलाओ, पर वार करो, मल्लाहो का छोड़ो, तैर कर पार करो !!",0
विनायवत श्रद्धांजलि .. ॐ शांति ॐ,0
यह ऐतीहासिक क्षण है।,0
अगर चीन की दिवार की तरह भारत में भी दुनिया की सबसे बड़ी दीवार होती तो हम कुछ लोगो को दीवार के उस पार छोड़ आते 😒😏😂,1
अब घड़ी फैसले की आई हमने है कसम अब खाई हमें फिर से दोहराना है और खुद को याद दिलाना है न भटकेंगे न अटकेंगे कुछ भी हो इस बार हम देश नहीं मिटने देंगे सौगंध मुझे इस मिट्टी की मैं देश नहीं मिटने दूंगा।,0
ॐ नमः शिवाय,0
हमारा कोई भी ट्वीट अगर कॉपी पेस्ट पाया गया तो मुवावजा दिया जाएगा🙏😂,0
"हमारे साये ज़मीनों में धँस चुके थे यहाँ, सफ़र का भला कैसे चार सू करते, किसी पे धूप के चिलके न डालते हरगिज़, इक आइना भी अगर ख़ुद के रू-ब-रू",0
भगवान है। और भगवान पर सवाल नहीं उठाये ही भगवान भगत के वश में सही😊,0
देवी आप धन्य हें आपके चरण कमाल किधर हें 😂😂,0
"देशभर में वर्षों से अटकी OROP की मांग हो या विकास से जुड़ी अन्य महत्वपूर्ण परियोजनाएं, उन सभी को पुनः शुरू कर निर्धारित समय सीमा में पूरा कर रही है मोदी सरकार।",0
RJ Viny || बहुत ज़रूरी है खुद के साथ समय बिताना !!!,0
अब आपको पता चला? 🤣🤣,0
उम्मीद है कि आप इसका लाभ नहीं लेंगे! क्योंकि आपकी जेब तो 'आप' पार्टी में रहते हुए तो भर ही गईं होंगी 🤔🤔,1
अभी सफर करके आया कुछ ऎसा ही हुआ है,0
"*वक्त की धुंध में*, *छुप जाते हैं दिनों तक किसी की*, *आँखों से ओझल ना",0
कोई भी काम अपने व्यक्तिगत हित के लिए ना करें। पर अगर हम अपने व्यक्तिगत लाभ के लिए कर्म ना करेंगे तो हम जिएंगे कैसे? इसका बहुत ही सुंदर जवाब दिया है पूज्य बापूजी ने। जानने के लिए पढ़ें जनवरी 2019 का ऋषि प्रसाद,0
चलो मान लेते लेकिन आज आपके पास क्या है?,0
अंधेरे के आगोश में जा रहा हूँ लेकिन ना नींद मेरी है नाही ख्वाबों से यारी है। ~बालानाथ राय ♥️,0
मेरा ज़िंदगी पे ज़ोर या मैं ही इसके वश में को क्या मैं दू तो ख़ुद ही कशमकश में हूँ !!,0
ऐसे तो लोकतंत्र में हिंसा का कोई स्थान नहीं है लेकिन दिल्ली का मालिक खुजली जहाँ भी मिले दुइ चार झापड़ दे दो उसे 🤣,1
Good afternoon लोहड़ी की हार्दिक शुभकामनाएं,0
तस्वीर बन गया एक तस्वीर,0
जय जय सिया राम जय जय सिया राम जय जय सिया राम जय जय सिया राम जय जय सिया राम जय सिया राम जय जय सिया राम जय जय सिया राम जय जय सिया राम जय जय सिया राम जय सिया राम मंदिर वहीं बनेगा जहाँ राम लला ने जन्म लिया,0
नमस्ते,0
नमन्,0
पहले बताना था न अब तो देर कर दी 🤔🙄,0
"Sant Shri Asaram Bapu Ji कहते हैं, मरे मरे सब कहे मरना ना जाने कोय। जैसे जीवन जीना एक कला है ऐसे ही मरना भी एक कला है।",0
🚶 रहते है 😍 उसके 👩 ख्याल 🗨 हर दिन 🌇 🌌 ☝ तुम ही ✌ बताओ 🗣 दोस्तो 👬 मे कैसै 👈 दू ІТІ 💡 📚,0
किसी को नशीली वस्तु लाकर भी नहीं देनी है। बन्दी छोड़ गरीबदास जी महाराज इन सभी नशीली वस्तुओं को बहुत बुरा बताते हुए अपनी वाणी में कहते हैं कि - सुरापान मद्य मांसाहारी गमन करै भोगैं पर नारी। अधिक जानकारी के लिए साधना टीवी पर सत्संग देखे शाम७:३०बजे,0
तू अपनी औकात बड़वा थुकवा के,1
जिसकी सबसे खिली खिली बनेगी,0
हमारे नाम का आप देखो dear,0
क्यों घबराता है ये मन दुख के होने से जब जिवन का आरंभ हुआ है रोने से 🚩🚩🚩जय श्री राम🚩🚩🚩,0
कब होगा न्याय 69000 शिक्षक भर्ती के अभ्यर्थियों के साथ,0
🚩 जयश्रीराम 🚩 🇮🇳 🚩विश्व हिन्दू परिषद 🚩 नमस्कार 🌹 🙏🙏🌹 🌹 🕉 🐚 ⚔ 🚩 🌞 🇮🇳 ⚔🌷🙏🏻,0
और जब बाटला हाउस पे रो रही थी तब तुम रूमाल से आँसू पोछ रहे थे,0
अभी तो लहरों से खेलना सीखा है अभी तो आत्मीयता में डूबने की रश़्म बाकी है,0
जनसुनवाई संतोषजनक नहीं,0
🙏धन धन सतगुरु तेरा ही आसरा 🙏,0
भाई साब ये क्या मामला हैं पूरा payment credit card से करोगे तो २% extra भी देना पड़ेगा,0
सही कहा आपने 👌,0
स्वामी जी ने अगर तीतर छोड़ा तो समझलो वो तीतर अंततः अपना उद्देश्य पूरा कर ही लौटेगा स्वामी जी बेरंग तीतर कभी नही छोड़ते ये थिंक टैंक है और जब तक जान है थिंक टैंक ही रहेंगे प्रिया बेटा स्वामी जी को कभी हल्के में लेना बेवकूफी होती है,1
जो बोलता है वो देशद्रोही करार दे दिया जाता हैं।,0
🙏🙏 नहीं भाई ये ना सोच कर इंग्लिश सिर्फ आन8 चाहिए ताकि हम समाज मे इनसिक्योर महशूस न करे लेकिन बोलना हिंदी ही चाहिए अपने धर्म को और अपनी संस्कृति को पहचानो,0
क्यूंकि मैं बचपन से ही कंफुजा जाती हूँ 😕 और इधर उधर भागती हूँ 😒 मेरी कुंडली में ही है कंफुजा जाना 😓😕,0
भगवा लाओ दिल्ली में भी,0
बिना थके रुके देश के लिए काम करना सीखना है तो माननीय आदरणीय हृदय सम्राट कर्मठ कुशल संगठन कर्ता गृहमंत्री जी श्रीमान अमित शाह जी का अनुसरण करें,0
आदरणीय मोदी जी नये वर्ष की बहुत बहुत शुभकामनाएँ। ईश्वर आप को इतनी अधिक शक्ति प्रदान करे की भारत की प्रगति की भावना मे विराम न लगे जीत आप की होगी भारत की होगी भारत की जनता की होगी। आप देश के हित के लिए कार्य कर रहे है हम सभी आप के साथ है मोदी जी आप जियो हजारों साल।,0
पहली बार ऐसिड अटैक पे मूवी बनी है। ऐसिड अटैक से कैसे एक औरत की ज़िंदगी और रूह पे चोट पहुँचती है वो दर्शाया जा रहा है। ऐसी मूवी को बॉयकॉट करने की जो बात कर रहे हैं वो इंसान कहलाने के लायक़ नही है। मैं मूवी कम देखता हूँ पर की ज़रूर देखूँगा।,0
JNU में समाजवाद के नाम पर नक्सलवाद पाला जा रहा है,1
बीजेपी MLA ने को जूतों से पीटा और पैशाब पिलाया FIR हुई दर्ज लगेगी आग तो आएगें कई घर जद में,1
देश मे एक बार गठबंधन की राजनीति तय होना जरूरी है इसके लिए समस्त राष्ट्रीय पार्टियों को पहल करना होगी वोटर्स जानता है क़ि वर्तमान समय मे गठबंधन जरूरी है जो क़ि समान विचारधारा समान कार्यक्रम के आधार पर हो स्वार्थवश बेमेल गठबंधन सिर्फ नुकसान पहुँचाते है मतदाता वेवकूफ बना फिरता है ।,0
निर्भया मामले में कोर्ट ने फैसला सुनाया । निर्भया के दोषियों को डेथ वारंट जारी किया पटियाला हाईकोर्ट ने सुनाई मौत की सजा । 22 जनवरी सुबह 7 बजे को होगी फांसी । बधाई हो । सेंगर का भी फैसला जल्द आए भारत की जन्ता इंतेजार कर रही है ।,0
वेलकम डिअर💐💐💐💐💐,0
अर्थव्यवस्था पर पीएम ने सुझाव माँगा है तो 72% लोगो ने अपने सुझाव में मोदी जी से इस्तीफा माँगा है ।।।,0
कल लुणकनसर के जैसा गांव में स्व की याद में आयोजित में हिस्सा लिया व स्वयं रक्तदान करके बहुत अच्छा महसूस किया 🙏 धन्यवाद तमाम रक्तदाताओं व ग्रामीणों का 🙏,0
माननीय सामान्य प्रशासन मंत्री श्री गोविंद सिंह जी एवं अपर संचालक शिक्षा श्री डी एस कुशवाह जी के समक्ष मप्र उच्च माध्यमिक शिक्षक संघ की तरफ से विभिन्न समस्याओं को मद्देनजर रखते हुए अपनी बात रखने के लिए आदरणीय परिहार सर को साधुवाद धन्यवाद एवं सहृदय बधाई तथा शुभकामनाएं,0
गोरख पुर में भी कुछ बच्चे मरे थे।कितने दिनों तक उसपे डिबेट टीवी पर हुआ। प्रदेश--उत्तर प्रदेश मुख्य मंत्री-योगी आदित्यनाथ पार्टी---बीजेपी प्रदेश--राजस्थान पार्टी--कांग्रेस ---कितने बच्चे मरे टीवी पर कितने डिवेट कितनी जाच एजेंसियां इस केस में सक्रिय हुए कितनी विपक्ष केलोग,0
सही कहा आपने,0
प्लेन के सामने रनवे पर नोरा फतेही ने किया ऐसे डांस वीडियो देख लोग हुए हैरान ift tt 2ucsiQu,0
पूर्व सेना प्रमुख जनरल बिपिन रावत ने आज साउथ ब्लॉक में आधिकारिक तौर पर चीफ ऑफ डिफेंस स्टाफ (सीडीएस) की कमान संभाल ली congratulations sir,0
खेल खेल में राजनीती और राजनीती के खेल खेल रहो हो आप लोग रोज रोज कोई भी काम हो रहा हो बस विरोध करना ही है गलत बयानबाजी करके कोई रचनात्मक कार्य कर लो बस देश को कुछ अच्छी राह दिखाओ,1
कैं कैं छी-छी कैं कैं छी-छी पों कैं कैं छी-छी पों कैं कैं छी-छी पों कैं कैं छी-छी कैं कैं छी-छी पों कैं कैं छी-छी कैं कैं छी-छी पों कैं कैं छी-छी पों कैं कैं छी-छी पों कैं कैं छी-छी कैं कैं छी-छी पों कैं कैं छी-छी कैं कैं छी-छी पों कैं कैं छी-छी,0
👉यह मनुष्य जन्म आपको बहुत युगों के बाद प्राप्त होता है इसलिए आप तत्व दर्शी सन्त की शरण जाकर उनकी बताई भक्ति करके मोक्ष प्राप्ति प्राप्त करें। Saint Rampal ji अवश्य देखे साधना चैनल शाम 7:30 से 8:30 👇👇 pscp tv w b0-9fTFwempN…,0
॑⸜(* ॑꒳ ॑* )⸝⋆*,0
आपको भी हार्दिक शुभकामनाएं सर जी💐💐💐,0
तन्हाजी देखने का प्रिगोराम केंसिल अब सिर्फ विवेक अग्निहोत्री के मूवी देखूंगा 🤣🤣,0
देश को बर्बाद कर दिया,1
आप सभी को लोहरी पर्व की हार्दिक शुभकामनाएं,0
"जब आएगा विश्वे बीसा ।न रहेगा ईशा न रहेगा मूसा राज करेगा ""जगदीशा"" तारणहार आ चुके है हरियाणा में पहचान सको तो पहचान लो वह तारणहार संत रामपाल जी महाराज है ये वही संत है जो भेदभाव को खत्म करके सारे विश्व मे शांति स्थापित करेंगे twitter com Urmila49679825…",0
और जोर लगाओ भाईयों,0
"""यही तो हमारे भारत की खूबसूरती है यही पाकिस्तान और हम में अंतर है।"" ये बोलने वालो को नंगा कर के दम भर पिलाई होनी चाहिए।",1
सूर्य तो सदैव प्रकाशमान हैं परंतु हमें को जानकर सूर्यदेव की कृपा का लाभ लेना ही चाहिए तथा जीवन में तरक्की सुनिश्चित करनी चाहिए । pic twitter com mXRYjRpcAg,0
RT महाराष्ट्र : खंडोबाची वाडी (पुणे) में हिन्दू राष्ट्र-जागृति सभा के माध्यम से हिन्दुओं का संगठित होने का निश्‍चय dlvr it RMSb53,0
ये है कौन 🤔,0
को देश में कोई अच्छा नही कहता देते हैं| काँग्रेस ने लगतार किया अब भी जारी हैं |ये जो 73साल से जहर कि खेती हुई हैं के नाम पर ऐसे ही रहा तो वो दिन दूर नही जब भीम आर्मी वाले दौड़ा दौड़ा कर भगायेंगे|,1
कम्यूनिस्टों का यही फसाना है बस्ती भी जलानी है और मातम भी मनाना है।,1
आजादी कन्हैया वाली अब तेरा क्या होगा तो अपनी रोटियां सेक गया अब छपाक फिल्म की प्रोड्यूसर खुद दीपिका पदुकोण को यह हर्जाना भुगतना पड़ेगा रणवीर अपने के प्रमोशन में मे शामिल हो जाना,0
मुक्ति की ओर जाने का मार्ग श्रीअरविंद के वचन aurodunia com p=5876,0
अब इंदिरा जी की आत्मा से पूछना पड़ेगा हो सकता है। वो वो न हो जो कहना चाहती हो। सम्भावनाओ प्रबल है जो हमको अंदेशा है।,0
सी ए ए तो केवल एक बहाना है। कांग्रेस को अपनी राजनीति चमकाना है ।,0
के मित्रों और सभी लोगों आप लोगों को अपनी ताकत दिखानी है इस ट्रेंड पर सभी लोग शिवसेना के मंत्री को टैग करके अपनी बात रखें और यह मांग करें कि मराठाओ के शौर्य को दर्शाती हुई मूवी को टैक्स फ्री करें Maharashtra me,0
सेंगर को सजा होगी इतने बड़े पद के बाबजूद बीजेपी ने पद से हटाया पद फायदा नही ले पाया अगर ये और किसी पार्टी में होता तो बहुत बड़ा फायदा ले लेता।,0
यदि जी को आगे बढ़ाते है तो भविष्य में का रीढ़ मजबूत हो जायेगा इनके भाषण में इतना दम है बड़े-बड़े को पछाड़ सकता है इनके भाषण को एकबार जरूर सुनें youtube com channel UCKcue…(YouTube Channel Link),0
